idx,kind,water,dist,step,seg,amp,amp0,accel,sh_amp,sh_cyc,zz_amp,zz_cyc,tilt_deg,tilt_cyc,vz_amp,vz_cyc
789,tilt,0.085,0.3491,7,29,,,,,,,,10.19,2.0,,
790,curve,0.085,0.3604,6,33,0.0551,0.066,,,,,,,,,
791,stop,0.055,0.2846,5,40,,,2,,,,,,,,
792,shake,0.065,0.3321,7,29,,,,0.0458,1.95,,,,,,
793,zigzag,0.075,0.2495,7,29,,,,,,0.1174,1.96,,,,
794,tilt,0.055,0.3893,6,33,,,,,,,,7.87,2.0,,
795,curve,0.075,0.2711,8,25,0.1386,0.0376,,,,,,,,,
796,stop,0.075,0.3158,6,33,,,3,,,,,,,,
797,shake,0.065,0.3085,7,29,,,,0.0485,1.91,,,,,,
798,zigzag,0.085,0.3368,6,33,,,,,,0.048,1.09,,,,
799,tilt,0.075,0.3892,6,33,,,,,,,,10.53,2.0,,
800,curve,0.055,0.3764,7,29,0.1359,0.05,,,,,,,,,
801,stop,0.065,0.254,6,33,,,3,,,,,,,,
802,shake,0.075,0.3299,8,25,,,,0.0286,2.12,,,,,,
803,zigzag,0.085,0.337,5,40,,,,,,0.104,2.9,,,,
804,tilt,0.055,0.2817,8,25,,,,,,,,10.17,2.0,,
805,curve,0.075,0.2777,7,29,0.0877,0.0596,,,,,,,,,
806,stop,0.085,0.2489,6,33,,,3,,,,,,,,
807,shake,0.055,0.33,7,29,,,,0.0497,2.56,,,,,,
808,zigzag,0.075,0.3706,8,25,,,,,,0.0759,2.9,,,,
809,tilt,0.055,0.3059,5,40,,,,,,,,10.79,1.0,,
810,curve,0.065,0.2443,5,40,0.113,0.0452,,,,,,,,,
811,stop,0.065,0.3526,8,25,,,3,,,,,,,,
812,shake,0.055,0.2936,7,29,,,,0.0381,3.48,,,,,,
813,zigzag,0.075,0.3231,8,25,,,,,,0.0944,1.81,,,,
814,tilt,0.075,0.3352,6,33,,,,,,,,10.96,0.0,,
815,curve,0.055,0.2452,6,33,0.0988,0.0567,,,,,,,,,
816,stop,0.055,0.3612,7,29,,,3,,,,,,,,
817,shake,0.055,0.3592,7,29,,,,0.0373,2.16,,,,,,
818,zigzag,0.075,0.3735,8,25,,,,,,0.0923,1.71,,,,
819,tilt,0.075,0.3021,8,25,,,,,,,,6.18,0.0,,
820,curve,0.085,0.2485,6,33,0.1596,0.0611,,,,,,,,,
821,stop,0.075,0.3833,5,40,,,2,,,,,,,,
822,shake,0.075,0.2814,6,33,,,,0.023,1.95,,,,,,
823,zigzag,0.075,0.3165,6,33,,,,,,0.048,2.85,,,,
824,tilt,0.055,0.3332,8,25,,,,,,,,11.73,0.0,,
825,curve,0.065,0.2967,6,33,0.0552,0.0636,,,,,,,,,
826,stop,0.075,0.3376,6,33,,,3,,,,,,,,
827,shake,0.085,0.3125,5,40,,,,0.0421,3.59,,,,,,
828,zigzag,0.085,0.3503,8,25,,,,,,0.0596,2.36,,,,
829,tilt,0.085,0.3699,7,29,,,,,,,,11.12,1.0,,
830,curve,0.055,0.3268,8,25,0.0793,0.0514,,,,,,,,,
831,stop,0.085,0.2642,7,29,,,3,,,,,,,,
832,shake,0.055,0.2448,7,29,,,,0.0432,3.13,,,,,,
833,zigzag,0.085,0.3438,8,25,,,,,,0.0501,2.65,,,,
834,tilt,0.085,0.321,7,29,,,,,,,,13.41,1.0,,
835,curve,0.055,0.2652,6,33,0.0628,0.0723,,,,,,,,,
836,stop,0.065,0.2587,5,40,,,3,,,,,,,,
837,shake,0.065,0.3685,7,29,,,,0.033,3.12,,,,,,
838,zigzag,0.085,0.3971,7,29,,,,,,0.0416,1.12,,,,
839,tilt,0.065,0.3018,6,33,,,,,,,,7.87,0.0,,
840,curve,0.065,0.3468,6,33,0.1192,0.0496,,,,,,,,,
841,stop,0.055,0.2627,8,25,,,2,,,,,,,,
842,shake,0.065,0.3184,6,33,,,,0.0378,3.57,,,,,,
843,zigzag,0.085,0.2606,6,33,,,,,,0.0939,2.06,,,,
844,tilt,0.065,0.3438,6,33,,,,,,,,7.5,1.0,,
845,curve,0.065,0.3012,6,33,0.1288,0.0258,,,,,,,,,
846,stop,0.085,0.2468,6,33,,,3,,,,,,,,
847,shake,0.055,0.2776,6,33,,,,0.0498,2.19,,,,,,
848,zigzag,0.085,0.3171,7,29,,,,,,0.0451,2.8,,,,
849,tilt,0.085,0.3349,7,29,,,,,,,,12.25,1.0,,
850,curve,0.055,0.2463,8,25,0.1603,0.0643,,,,,,,,,
851,stop,0.075,0.3121,6,33,,,2,,,,,,,,
852,shake,0.065,0.3996,8,25,,,,0.041,3.09,,,,,,
853,zigzag,0.055,0.2664,8,25,,,,,,0.0589,1.41,,,,
854,tilt,0.085,0.3045,5,40,,,,,,,,12.97,0.0,,
855,curve,0.065,0.2745,7,29,0.1032,0.0258,,,,,,,,,
856,stop,0.055,0.3099,5,40,,,2,,,,,,,,
857,shake,0.065,0.2862,6,33,,,,0.0267,2.71,,,,,,
858,zigzag,0.065,0.3594,5,40,,,,,,0.0726,2.01,,,,
859,tilt,0.065,0.2753,8,25,,,,,,,,8.44,2.0,,
860,curve,0.065,0.2617,7,29,0.165,0.0732,,,,,,,,,
861,stop,0.065,0.275,5,40,,,2,,,,,,,,
862,shake,0.055,0.3632,6,33,,,,0.0465,2.15,,,,,,
863,zigzag,0.055,0.2429,5,40,,,,,,0.0619,2.37,,,,
864,tilt,0.085,0.3096,5,40,,,,,,,,13.7,1.0,,
865,curve,0.065,0.2933,5,40,0.0616,0.0588,,,,,,,,,
866,stop,0.085,0.3652,6,33,,,2,,,,,,,,
867,shake,0.075,0.3765,8,25,,,,0.025,3.13,,,,,,
868,zigzag,0.055,0.28,5,40,,,,,,0.1138,1.33,,,,
869,tilt,0.065,0.2722,6,33,,,,,,,,13.76,2.0,,
870,curve,0.055,0.3593,8,25,0.156,0.0464,,,,,,,,,
871,stop,0.065,0.3576,6,33,,,3,,,,,,,,
872,shake,0.065,0.2892,5,40,,,,0.0498,3.0,,,,,,
873,zigzag,0.065,0.3581,8,25,,,,,,0.0751,2.65,,,,
874,tilt,0.075,0.3269,6,33,,,,,,,,7.22,1.0,,
875,curve,0.065,0.3369,5,40,0.0857,0.048,,,,,,,,,
876,stop,0.055,0.3271,5,40,,,3,,,,,,,,
877,shake,0.055,0.3144,7,29,,,,0.0445,2.51,,,,,,
878,zigzag,0.055,0.3625,5,40,,,,,,0.0839,1.8,,,,
879,tilt,0.075,0.3855,5,40,,,,,,,,8.4,0.0,,
880,curve,0.065,0.3713,7,29,0.1551,0.0577,,,,,,,,,
881,stop,0.075,0.3675,7,29,,,3,,,,,,,,
882,shake,0.085,0.3699,6,33,,,,0.0434,3.54,,,,,,
883,zigzag,0.075,0.2672,8,25,,,,,,0.0617,2.72,,,,
884,tilt,0.055,0.3531,6,33,,,,,,,,13.8,1.0,,
885,curve,0.065,0.3138,7,29,0.0692,0.0203,,,,,,,,,
886,stop,0.075,0.2976,7,29,,,3,,,,,,,,
887,shake,0.065,0.3118,7,29,,,,0.0247,3.96,,,,,,
888,zigzag,0.075,0.3753,5,40,,,,,,0.0883,1.43,,,,
889,tilt,0.055,0.2966,8,25,,,,,,,,8.0,0.0,,
890,curve,0.075,0.3874,6,33,0.1229,0.038,,,,,,,,,
891,stop,0.065,0.3438,7,29,,,3,,,,,,,,
892,shake,0.085,0.3535,7,29,,,,0.0256,2.73,,,,,,
893,zigzag,0.075,0.3577,5,40,,,,,,0.0567,2.15,,,,
894,tilt,0.065,0.3002,7,29,,,,,,,,9.76,0.0,,
895,curve,0.085,0.3696,7,29,0.1217,0.0789,,,,,,,,,
896,stop,0.075,0.3507,6,33,,,2,,,,,,,,
897,shake,0.055,0.2472,7,29,,,,0.0386,3.23,,,,,,
898,zigzag,0.075,0.3693,7,29,,,,,,0.0726,2.11,,,,
899,tilt,0.055,0.3779,6,33,,,,,,,,13.94,2.0,,
900,curve,0.055,0.2966,5,40,0.1664,0.0443,,,,,,,,,
901,stop,0.065,0.3436,7,29,,,3,,,,,,,,
902,shake,0.055,0.3801,7,29,,,,0.0399,2.4,,,,,,
903,zigzag,0.085,0.3844,8,25,,,,,,0.0505,1.2,,,,
904,tilt,0.065,0.3431,8,25,,,,,,,,13.44,2.0,,
905,curve,0.065,0.274,6,33,0.138,0.0735,,,,,,,,,
906,stop,0.055,0.353,7,29,,,2,,,,,,,,
907,shake,0.055,0.3819,8,25,,,,0.0284,2.13,,,,,,
908,zigzag,0.065,0.3569,5,40,,,,,,0.0958,1.66,,,,
909,tilt,0.065,0.3046,8,25,,,,,,,,13.8,1.0,,
910,curve,0.055,0.2929,8,25,0.0951,0.0796,,,,,,,,,
911,stop,0.055,0.3711,6,33,,,2,,,,,,,,
912,shake,0.065,0.2862,7,29,,,,0.048,1.64,,,,,,
913,zigzag,0.065,0.3327,8,25,,,,,,0.1173,1.91,,,,
914,tilt,0.065,0.309,6,33,,,,,,,,11.9,1.0,,
915,curve,0.065,0.3167,5,40,0.0721,0.0259,,,,,,,,,
916,stop,0.085,0.2588,5,40,,,3,,,,,,,,
917,shake,0.065,0.3448,8,25,,,,0.038,2.48,,,,,,
918,zigzag,0.065,0.2654,8,25,,,,,,0.0576,2.62,,,,
919,tilt,0.065,0.3894,5,40,,,,,,,,11.26,2.0,,
920,curve,0.075,0.2755,5,40,0.1582,0.0596,,,,,,,,,
921,stop,0.065,0.3803,6,33,,,3,,,,,,,,
922,shake,0.065,0.3259,7,29,,,,0.0474,1.84,,,,,,
923,zigzag,0.075,0.3529,5,40,,,,,,0.0863,2.36,,,,
924,tilt,0.075,0.3815,5,40,,,,,,,,6.82,0.0,,
925,curve,0.075,0.3239,8,25,0.061,0.0243,,,,,,,,,
926,stop,0.075,0.2674,8,25,,,2,,,,,,,,
927,shake,0.085,0.3894,6,33,,,,0.0229,1.74,,,,,,
928,zigzag,0.075,0.3747,6,33,,,,,,0.1067,2.0,,,,
929,tilt,0.075,0.2921,8,25,,,,,,,,8.52,0.0,,
930,curve,0.065,0.358,5,40,0.1143,0.0232,,,,,,,,,
931,stop,0.065,0.3749,7,29,,,2,,,,,,,,
932,shake,0.075,0.3093,6,33,,,,0.0483,2.22,,,,,,
933,zigzag,0.065,0.3226,6,33,,,,,,0.1123,1.46,,,,
934,tilt,0.065,0.2807,7,29,,,,,,,,13.41,1.0,,
935,curve,0.085,0.3592,5,40,0.1116,0.0776,,,,,,,,,
936,stop,0.075,0.2467,7,29,,,3,,,,,,,,
937,shake,0.055,0.3298,6,33,,,,0.0403,3.56,,,,,,
938,zigzag,0.065,0.2579,7,29,,,,,,0.1061,1.1,,,,
939,tilt,0.065,0.2992,7,29,,,,,,,,8.71,2.0,,
940,curve,0.065,0.3021,8,25,0.1098,0.0285,,,,,,,,,
941,stop,0.075,0.2526,7,29,,,3,,,,,,,,
942,shake,0.075,0.2781,8,25,,,,0.0272,3.32,,,,,,
943,zigzag,0.065,0.3483,7,29,,,,,,0.0646,2.78,,,,
944,tilt,0.085,0.3338,8,25,,,,,,,,12.28,1.0,,
945,curve,0.075,0.2442,6,33,0.0817,0.072,,,,,,,,,
946,stop,0.055,0.3625,7,29,,,2,,,,,,,,
947,shake,0.075,0.3257,8,25,,,,0.0393,2.5,,,,,,
948,zigzag,0.085,0.2978,7,29,,,,,,0.0413,2.67,,,,
949,tilt,0.065,0.3729,5,40,,,,,,,,9.57,2.0,,
950,curve,0.065,0.327,5,40,0.1003,0.0374,,,,,,,,,
951,stop,0.055,0.3175,6,33,,,2,,,,,,,,
952,shake,0.065,0.3139,7,29,,,,0.0333,2.54,,,,,,
953,zigzag,0.085,0.2899,5,40,,,,,,0.0915,1.66,,,,
954,tilt,0.075,0.2846,5,40,,,,,,,,13.0,0.0,,
955,curve,0.075,0.2469,7,29,0.072,0.0688,,,,,,,,,
956,stop,0.065,0.3704,7,29,,,2,,,,,,,,
957,shake,0.055,0.3699,5,40,,,,0.0434,2.8,,,,,,
958,zigzag,0.065,0.3706,6,33,,,,,,0.0535,3.0,,,,
959,tilt,0.075,0.3387,8,25,,,,,,,,9.76,2.0,,
960,curve,0.055,0.351,7,29,0.1025,0.0203,,,,,,,,,
961,stop,0.085,0.2659,7,29,,,2,,,,,,,,
962,shake,0.085,0.3656,5,40,,,,0.0446,2.87,,,,,,
963,zigzag,0.075,0.2451,8,25,,,,,,0.048,1.38,,,,
964,tilt,0.085,0.3112,6,33,,,,,,,,11.94,0.0,,
965,curve,0.055,0.3664,8,25,0.0564,0.0367,,,,,,,,,
966,stop,0.085,0.2571,6,33,,,3,,,,,,,,
967,shake,0.055,0.3388,7,29,,,,0.0496,2.85,,,,,,
968,zigzag,0.055,0.3841,6,33,,,,,,0.0688,2.01,,,,
969,tilt,0.065,0.2868,7,29,,,,,,,,9.2,0.0,,
970,curve,0.065,0.2579,7,29,0.1095,0.0495,,,,,,,,,
971,stop,0.075,0.2581,7,29,,,3,,,,,,,,
972,shake,0.075,0.3407,6,33,,,,0.0322,3.84,,,,,,
973,zigzag,0.075,0.3063,5,40,,,,,,0.0543,2.05,,,,
974,tilt,0.065,0.3976,7,29,,,,,,,,7.44,1.0,,
975,curve,0.085,0.3103,5,40,0.1048,0.0781,,,,,,,,,
976,stop,0.085,0.2843,8,25,,,3,,,,,,,,
977,shake,0.085,0.241,5,40,,,,0.029,1.72,,,,,,
978,zigzag,0.055,0.3997,6,33,,,,,,0.1158,2.35,,,,
979,tilt,0.085,0.3173,7,29,,,,,,,,13.54,2.0,,
980,curve,0.065,0.2923,6,33,0.1667,0.0428,,,,,,,,,
981,stop,0.065,0.2405,6,33,,,3,,,,,,,,
982,shake,0.085,0.3488,8,25,,,,0.042,2.16,,,,,,
983,zigzag,0.055,0.3538,5,40,,,,,,0.0816,2.43,,,,
984,tilt,0.075,0.3705,6,33,,,,,,,,13.18,0.0,,
985,curve,0.075,0.2724,7,29,0.1347,0.0282,,,,,,,,,
986,stop,0.055,0.2978,5,40,,,2,,,,,,,,
987,shake,0.055,0.3109,6,33,,,,0.0453,2.22,,,,,,
988,zigzag,0.065,0.3859,5,40,,,,,,0.0416,2.29,,,,
989,tilt,0.055,0.2464,5,40,,,,,,,,12.74,0.0,,
990,curve,0.065,0.3321,8,25,0.1559,0.0322,,,,,,,,,
991,stop,0.085,0.2874,7,29,,,2,,,,,,,,
992,shake,0.075,0.3024,8,25,,,,0.0483,2.44,,,,,,
993,zigzag,0.085,0.3816,6,33,,,,,,0.0418,2.8,,,,
994,tilt,0.055,0.3307,8,25,,,,,,,,7.3,2.0,,
995,curve,0.085,0.3897,5,40,0.1412,0.0358,,,,,,,,,
996,stop,0.055,0.3838,7,29,,,3,,,,,,,,
997,shake,0.055,0.326,5,40,,,,0.0469,3.34,,,,,,
998,zigzag,0.055,0.3257,6,33,,,,,,0.1097,2.98,,,,
999,tilt,0.055,0.2657,5,40,,,,,,,,8.52,1.0,,
1000,curve,0.065,0.3104,8,25,0.0541,0.076,,,,,,,,,
