idx,kind,water,dist,step,seg,acc_pred,amp,amp0,accel,sh_amp,sh_cyc,zz_amp,zz_cyc,tilt_deg,tilt_cyc,sh_axis,nudge
715,curve,0.085,0.3144,5,80,2.84,0.0484,0.0693,,,,,,,,,
716,stop,0.085,0.2633,8,50,1.99,,,3,,,,,,,,
717,shake,0.085,0.3771,8,50,5.07,,,,0.0171,3.1,,,,,y,
718,zigzag,0.085,0.3741,5,80,4.98,,,,,,0.0342,2.29,,,,
719,tilt,0.085,0.3582,6,67,1.14,,,,,,,,13.28,0.0,,
720,static,0.055,0.3521,7,57,1.1,,,,,,,,,,,0.0062
721,curve,0.055,0.3161,8,50,2.36,0.039,0.0498,,,,,,,,,
722,stop,0.055,0.3717,8,50,2.81,,,3,,,,,,,,
723,shake,0.055,0.2584,6,67,3.49,,,,0.0092,3.51,,,,,y,
724,zigzag,0.055,0.3987,5,80,3.5,,,,,,0.0158,2.77,,,,
725,tilt,0.055,0.2721,8,50,0.88,,,,,,,,13.21,0.0,,
726,static,0.065,0.3123,8,50,0.98,,,,,,,,,,,0.004
727,curve,0.065,0.2944,6,67,2.53,0.0429,0.0619,,,,,,,,,
728,stop,0.065,0.2447,6,67,1.85,,,3,,,,,,,,
729,shake,0.065,0.3773,8,50,4.01,,,,0.0208,2.48,,,,,x,
730,zigzag,0.065,0.3369,6,67,2.34,,,,,,0.0117,2.57,,,,
731,tilt,0.065,0.3361,6,67,1.07,,,,,,,,11.74,0.0,,
732,static,0.075,0.357,6,67,1.12,,,,,,,,,,,0.0079
733,curve,0.075,0.2865,8,50,4.64,0.0827,0.0781,,,,,,,,,
734,stop,0.075,0.2914,6,67,2.2,,,3,,,,,,,,
735,shake,0.075,0.3904,6,67,4.2,,,,0.0203,2.57,,,,,x,
736,zigzag,0.075,0.333,5,80,3.2,,,,,,0.0155,2.69,,,,
737,tilt,0.075,0.3819,6,67,2.74,,,,,,,,8.79,2.0,,
738,static,0.085,0.2842,5,80,0.89,,,,,,,,,,,0.0193
739,curve,0.085,0.3511,6,67,2.58,0.0425,0.0232,,,,,,,,,
740,stop,0.085,0.351,7,57,2.65,,,3,,,,,,,,
741,shake,0.085,0.3581,8,50,4.03,,,,0.0161,2.83,,,,,x,
742,zigzag,0.085,0.2914,6,67,3.54,,,,,,0.0246,2.27,,,,
743,tilt,0.085,0.3653,7,57,1.32,,,,,,,,9.55,1.0,,
744,static,0.055,0.3295,5,80,1.03,,,,,,,,,,,0.0104
745,curve,0.055,0.2718,7,57,3.72,0.0659,0.0358,,,,,,,,,
746,stop,0.055,0.2612,6,67,1.97,,,3,,,,,,,,
747,shake,0.055,0.32,5,80,4.71,,,,0.0141,3.3,,,,,y,
748,zigzag,0.055,0.2645,8,50,4.68,,,,,,0.0243,2.65,,,,
749,tilt,0.055,0.3046,7,57,1.05,,,,,,,,6.41,1.0,,
750,static,0.065,0.3709,7,57,1.16,,,,,,,,,,,0.0065
751,curve,0.065,0.3099,8,50,4.84,0.0862,0.0314,,,,,,,,,
752,stop,0.065,0.269,5,80,1.19,,,2,,,,,,,,
753,shake,0.065,0.3123,6,67,3.34,,,,0.012,2.98,,,,,x,
754,zigzag,0.065,0.2629,5,80,2.19,,,,,,0.009,2.89,,,,
755,tilt,0.065,0.2538,5,80,1.06,,,,,,,,10.15,1.0,,
756,static,0.075,0.2492,5,80,0.78,,,,,,,,,,,0.0097
757,curve,0.075,0.2528,8,50,2.92,0.0511,0.0621,,,,,,,,,
758,stop,0.075,0.2769,6,67,1.22,,,2,,,,,,,,
759,shake,0.075,0.2516,8,50,2.22,,,,0.0083,2.89,,,,,y,
760,zigzag,0.075,0.3516,8,50,3.61,,,,,,0.012,3.26,,,,
761,tilt,0.075,0.2704,6,67,2.41,,,,,,,,8.07,2.0,,
762,static,0.085,0.3887,8,50,1.21,,,,,,,,,,,0.0121
763,curve,0.085,0.2979,6,67,3.61,0.0634,0.0739,,,,,,,,,
764,stop,0.085,0.3224,7,57,1.42,,,2,,,,,,,,
765,shake,0.085,0.317,6,67,4.8,,,,0.0204,2.77,,,,,x,
766,zigzag,0.085,0.3889,7,57,3.75,,,,,,0.0187,2.65,,,,
767,tilt,0.085,0.3953,7,57,2.65,,,,,,,,8.38,2.0,,
768,static,0.055,0.3361,7,57,1.05,,,,,,,,,,,0.0117
769,curve,0.055,0.2454,6,67,4.86,0.0872,0.0657,,,,,,,,,
770,stop,0.055,0.3813,7,57,2.88,,,3,,,,,,,,
771,shake,0.055,0.3296,7,57,2.95,,,,0.015,2.48,,,,,y,
772,zigzag,0.055,0.2863,7,57,4.51,,,,,,0.0312,2.29,,,,
773,tilt,0.055,0.395,6,67,3.96,,,,,,,,13.45,2.0,,
774,static,0.065,0.2491,8,50,0.78,,,,,,,,,,,0.019
775,curve,0.065,0.3305,6,67,4.72,0.0838,0.0275,,,,,,,,,
776,stop,0.065,0.2785,5,80,2.1,,,3,,,,,,,,
777,shake,0.065,0.3331,5,80,3.19,,,,0.0083,3.48,,,,,y,
778,zigzag,0.065,0.2806,6,67,2.75,,,,,,0.0186,2.28,,,,
779,tilt,0.065,0.3938,8,50,1.53,,,,,,,,12.9,1.0,,
780,static,0.075,0.3209,6,67,1.0,,,,,,,,,,,0.0021
781,curve,0.075,0.2899,7,57,3.35,0.0586,0.0797,,,,,,,,,
782,stop,0.075,0.3072,7,57,1.36,,,2,,,,,,,,
783,shake,0.075,0.2516,6,67,3.17,,,,0.0156,2.56,,,,,y,
784,zigzag,0.075,0.2494,7,57,4.85,,,,,,0.0201,2.97,,,,
785,tilt,0.075,0.3515,8,50,2.93,,,,,,,,9.71,2.0,,
786,static,0.085,0.3658,8,50,1.14,,,,,,,,,,,0.0002
787,curve,0.085,0.2775,6,67,3.51,0.0618,0.0616,,,,,,,,,
788,stop,0.085,0.2613,8,50,1.15,,,2,,,,,,,,
789,shake,0.085,0.3134,7,57,3.71,,,,0.0105,3.37,,,,,y,
790,zigzag,0.085,0.3906,6,67,2.45,,,,,,0.0081,3.12,,,,
791,tilt,0.085,0.3771,5,80,1.19,,,,,,,,10.49,0.0,,
792,static,0.055,0.2741,7,57,0.86,,,,,,,,,,,0.0172
793,curve,0.055,0.2995,7,57,3.06,0.0529,0.0562,,,,,,,,,
794,stop,0.055,0.2433,5,80,1.08,,,2,,,,,,,,
795,shake,0.055,0.2857,5,80,3.43,,,,0.0155,2.67,,,,,x,
796,zigzag,0.055,0.2969,7,57,2.58,,,,,,0.017,2.29,,,,
797,tilt,0.055,0.334,6,67,1.41,,,,,,,,13.59,1.0,,
798,static,0.065,0.3843,8,50,1.2,,,,,,,,,,,0.0049
799,curve,0.065,0.3522,7,57,4.77,0.0844,0.0308,,,,,,,,,
800,stop,0.065,0.348,7,57,2.63,,,3,,,,,,,,
801,shake,0.065,0.2708,6,67,2.85,,,,0.0092,3.14,,,,,y,
802,zigzag,0.065,0.2944,5,80,4.49,,,,,,0.0252,2.54,,,,
803,tilt,0.065,0.307,5,80,3.92,,,,,,,,13.58,2.0,,
804,static,0.075,0.2462,8,50,0.77,,,,,,,,,,,0.0146
805,curve,0.075,0.2817,7,57,3.0,0.0522,0.0596,,,,,,,,,
806,stop,0.075,0.309,7,57,1.37,,,2,,,,,,,,
807,shake,0.075,0.3242,7,57,5.08,,,,0.0196,2.91,,,,,y,
808,zigzag,0.075,0.294,8,50,3.47,,,,,,0.0111,3.34,,,,
809,tilt,0.075,0.3524,8,50,3.77,,,,,,,,12.88,2.0,,
810,static,0.085,0.275,5,80,0.86,,,,,,,,,,,0.0016
811,curve,0.085,0.2735,8,50,3.42,0.0603,0.0509,,,,,,,,,
812,stop,0.085,0.253,7,57,1.91,,,3,,,,,,,,
813,shake,0.085,0.3628,8,50,4.19,,,,0.0162,2.88,,,,,y,
814,zigzag,0.085,0.3696,7,57,3.95,,,,,,0.0224,2.5,,,,
815,tilt,0.085,0.3884,5,80,1.22,,,,,,,,9.0,0.0,,
816,static,0.055,0.392,5,80,1.22,,,,,,,,,,,0.01
817,curve,0.055,0.2498,7,57,3.81,0.0678,0.0358,,,,,,,,,
818,stop,0.055,0.3582,8,50,2.71,,,3,,,,,,,,
819,shake,0.055,0.292,8,50,2.25,,,,0.01,2.62,,,,,y,
820,zigzag,0.055,0.3558,5,80,4.78,,,,,,0.0282,2.47,,,,
821,tilt,0.055,0.3594,7,57,3.33,,,,,,,,11.18,2.0,,
822,static,0.065,0.3957,7,57,1.24,,,,,,,,,,,0.0122
823,curve,0.065,0.2959,6,67,2.48,0.0418,0.0755,,,,,,,,,
824,stop,0.065,0.2478,8,50,1.1,,,2,,,,,,,,
825,shake,0.065,0.278,6,67,2.29,,,,0.0066,3.27,,,,,y,
826,zigzag,0.065,0.3626,7,57,3.9,,,,,,0.0175,2.81,,,,
827,tilt,0.065,0.3472,8,50,1.1,,,,,,,,11.88,0.0,,
828,static,0.075,0.3021,8,50,0.94,,,,,,,,,,,0.016
829,curve,0.075,0.3063,7,57,2.94,0.0505,0.0283,,,,,,,,,
830,stop,0.075,0.2414,6,67,1.07,,,2,,,,,,,,
831,shake,0.075,0.3367,8,50,2.67,,,,0.0106,2.78,,,,,x,
832,zigzag,0.075,0.3835,5,80,2.41,,,,,,0.0091,2.92,,,,
833,tilt,0.075,0.318,6,67,1.02,,,,,,,,12.58,0.0,,
834,static,0.085,0.3401,8,50,1.06,,,,,,,,,,,0.0058
835,curve,0.085,0.2407,6,67,2.41,0.0417,0.0723,,,,,,,,,
836,stop,0.085,0.2721,5,80,1.2,,,2,,,,,,,,
837,shake,0.085,0.265,6,67,4.75,,,,0.0183,2.92,,,,,y,
838,zigzag,0.085,0.3873,8,50,5.09,,,,,,0.0271,2.6,,,,
839,tilt,0.085,0.2644,6,67,0.84,,,,,,,,7.78,0.0,,
840,static,0.055,0.3939,5,80,1.23,,,,,,,,,,,0.0056
841,curve,0.055,0.3552,5,80,2.67,0.0441,0.0472,,,,,,,,,
842,stop,0.055,0.3781,8,50,1.67,,,2,,,,,,,,
843,shake,0.055,0.3094,6,67,4.14,,,,0.0146,3.03,,,,,x,
844,zigzag,0.055,0.2683,8,50,4.56,,,,,,0.0281,2.43,,,,
845,tilt,0.055,0.3588,8,50,3.63,,,,,,,,12.33,2.0,,
846,static,0.065,0.3193,6,67,1.0,,,,,,,,,,,0.0147
847,curve,0.065,0.2529,6,67,5.05,0.0906,0.0366,,,,,,,,,
848,stop,0.065,0.3806,8,50,2.87,,,3,,,,,,,,
849,shake,0.065,0.3624,7,57,3.97,,,,0.0162,2.8,,,,,y,
850,zigzag,0.065,0.3648,5,80,2.94,,,,,,0.0116,2.94,,,,
851,tilt,0.065,0.3877,7,57,1.23,,,,,,,,12.45,0.0,,
852,static,0.075,0.2637,7,57,0.82,,,,,,,,,,,0.0079
853,curve,0.075,0.3832,5,80,2.77,0.0454,0.0477,,,,,,,,,
854,stop,0.075,0.3041,7,57,1.34,,,2,,,,,,,,
855,shake,0.075,0.2626,7,57,3.32,,,,0.0169,2.52,,,,,x,
856,zigzag,0.075,0.384,8,50,2.6,,,,,,0.0095,3.0,,,,
857,tilt,0.075,0.2634,8,50,2.89,,,,,,,,9.88,2.0,,
858,static,0.085,0.3492,8,50,1.09,,,,,,,,,,,0.0055
859,curve,0.085,0.3923,6,67,2.93,0.0484,0.048,,,,,,,,,
860,stop,0.085,0.2617,5,80,1.98,,,3,,,,,,,,
861,shake,0.085,0.2654,6,67,4.1,,,,0.0135,3.15,,,,,y,
862,zigzag,0.085,0.2484,8,50,2.74,,,,,,0.0089,3.31,,,,
863,tilt,0.085,0.3635,5,80,1.22,,,,,,,,6.53,1.0,,
864,static,0.055,0.3041,5,80,0.95,,,,,,,,,,,0.0056
865,curve,0.055,0.2675,5,80,2.42,0.0412,0.0588,,,,,,,,,
866,stop,0.055,0.3195,6,67,1.41,,,2,,,,,,,,
867,shake,0.055,0.2987,6,67,3.62,,,,0.0174,2.59,,,,,y,
868,zigzag,0.055,0.3278,5,80,2.94,,,,,,0.0103,3.15,,,,
869,tilt,0.055,0.2687,6,67,0.86,,,,,,,,11.4,0.0,,
870,static,0.065,0.3574,5,80,1.12,,,,,,,,,,,0.0132
871,curve,0.065,0.2759,6,67,3.41,0.0599,0.0794,,,,,,,,,
872,stop,0.065,0.2727,5,80,2.06,,,3,,,,,,,,
873,shake,0.065,0.3778,8,50,3.51,,,,0.0096,3.39,,,,,x,
874,zigzag,0.065,0.2868,7,57,4.12,,,,,,0.0246,2.46,,,,
875,tilt,0.065,0.2703,5,80,1.19,,,,,,,,11.92,1.0,,
876,static,0.075,0.2573,5,80,0.8,,,,,,,,,,,0.012
877,curve,0.075,0.3894,8,50,4.49,0.0785,0.0691,,,,,,,,,
878,stop,0.075,0.243,5,80,1.84,,,3,,,,,,,,
879,shake,0.075,0.3629,5,80,3.12,,,,0.0139,2.64,,,,,x,
880,zigzag,0.075,0.2723,7,57,4.5,,,,,,0.0188,2.95,,,,
881,tilt,0.075,0.3974,7,57,1.41,,,,,,,,9.46,1.0,,
882,static,0.085,0.3084,5,80,0.96,,,,,,,,,,,0.0038
883,curve,0.085,0.2993,8,50,2.97,0.0512,0.0716,,,,,,,,,
884,stop,0.085,0.3807,5,80,1.68,,,2,,,,,,,,
885,shake,0.085,0.3286,6,67,3.53,,,,0.0118,3.09,,,,,x,
886,zigzag,0.085,0.3202,7,57,3.24,,,,,,0.0135,2.91,,,,
887,tilt,0.085,0.2614,7,57,0.84,,,,,,,,11.8,0.0,,
888,static,0.055,0.3507,7,57,1.1,,,,,,,,,,,0.0189
889,curve,0.055,0.2478,7,57,3.45,0.0611,0.0595,,,,,,,,,
890,stop,0.055,0.2817,6,67,2.13,,,3,,,,,,,,
891,shake,0.055,0.2655,7,57,3.04,,,,0.0144,2.6,,,,,y,
892,zigzag,0.055,0.3494,8,50,4.26,,,,,,0.0165,3.04,,,,
893,tilt,0.055,0.3907,7,57,1.23,,,,,,,,7.67,0.0,,
894,static,0.065,0.3819,8,50,1.19,,,,,,,,,,,0.0125
895,curve,0.065,0.3071,7,57,3.78,0.0664,0.0789,,,,,,,,,
896,stop,0.065,0.3467,8,50,1.53,,,2,,,,,,,,
897,shake,0.065,0.244,7,57,3.92,,,,0.0123,3.23,,,,,y,
898,zigzag,0.065,0.3502,7,57,4.55,,,,,,0.0169,3.11,,,,
899,tilt,0.065,0.323,7,57,1.23,,,,,,,,10.01,1.0,,
900,static,0.075,0.2404,5,80,0.75,,,,,,,,,,,0.0081
901,curve,0.075,0.2686,8,50,3.94,0.07,0.0452,,,,,,,,,
902,stop,0.075,0.3818,7,57,2.88,,,3,,,,,,,,
903,shake,0.075,0.308,8,50,2.59,,,,0.0126,2.52,,,,,x,
904,zigzag,0.075,0.2654,6,67,4.01,,,,,,0.0132,3.32,,,,
905,tilt,0.075,0.2642,6,67,2.26,,,,,,,,7.5,2.0,,
906,static,0.085,0.2441,7,57,0.76,,,,,,,,,,,0.0015
907,curve,0.085,0.2581,8,50,2.96,0.0517,0.0351,,,,,,,,,
908,stop,0.085,0.3394,5,80,2.56,,,3,,,,,,,,
909,shake,0.085,0.264,8,50,5.0,,,,0.0208,2.81,,,,,y,
910,zigzag,0.085,0.3493,5,80,3.18,,,,,,0.0144,2.77,,,,
911,tilt,0.085,0.3841,5,80,1.21,,,,,,,,7.4,0.0,,
912,static,0.055,0.3858,6,67,1.21,,,,,,,,,,,0.0051
913,curve,0.055,0.2747,8,50,4.98,0.0891,0.0473,,,,,,,,,
914,stop,0.055,0.2754,6,67,1.22,,,2,,,,,,,,
915,shake,0.055,0.3637,6,67,3.62,,,,0.0089,3.59,,,,,y,
916,zigzag,0.055,0.3039,5,80,3.36,,,,,,0.0141,2.91,,,,
917,tilt,0.055,0.3603,6,67,3.1,,,,,,,,10.3,2.0,,
918,static,0.065,0.3952,6,67,1.23,,,,,,,,,,,0.0094
919,curve,0.065,0.3715,5,80,4.14,0.0722,0.08,,,,,,,,,
920,stop,0.065,0.3924,6,67,1.73,,,2,,,,,,,,
921,shake,0.065,0.3777,6,67,4.78,,,,0.0212,2.7,,,,,y,
922,zigzag,0.065,0.39,6,67,3.81,,,,,,0.0141,3.08,,,,
923,tilt,0.065,0.3799,7,57,1.2,,,,,,,,10.63,0.0,,
924,static,0.075,0.2995,5,80,0.94,,,,,,,,,,,0.0014
925,curve,0.075,0.2804,6,67,3.38,0.0594,0.0228,,,,,,,,,
926,stop,0.075,0.2802,8,50,2.12,,,3,,,,,,,,
927,shake,0.075,0.3155,5,80,2.91,,,,0.0088,3.22,,,,,x,
928,zigzag,0.075,0.2911,5,80,2.74,,,,,,0.0122,2.8,,,,
929,tilt,0.075,0.2805,8,50,0.89,,,,,,,,10.0,0.0,,
930,static,0.085,0.3557,8,50,1.11,,,,,,,,,,,0.0109
931,curve,0.085,0.2654,5,80,3.05,0.0534,0.0795,,,,,,,,,
932,stop,0.085,0.2944,7,57,2.22,,,3,,,,,,,,
933,shake,0.085,0.28,6,67,4.8,,,,0.0219,2.68,,,,,x,
934,zigzag,0.085,0.2611,6,67,3.67,,,,,,0.0121,3.31,,,,
935,tilt,0.085,0.3768,5,80,1.34,,,,,,,,9.09,1.0,,
936,static,0.055,0.323,7,57,1.01,,,,,,,,,,,0.0148
937,curve,0.055,0.242,8,50,4.31,0.0771,0.0315,,,,,,,,,
938,stop,0.055,0.2657,7,57,1.17,,,2,,,,,,,,
939,shake,0.055,0.2721,7,57,3.13,,,,0.0097,3.22,,,,,y,
940,zigzag,0.055,0.2714,8,50,3.49,,,,,,0.0223,2.37,,,,
941,tilt,0.055,0.3784,5,80,1.27,,,,,,,,6.58,1.0,,
942,static,0.065,0.3288,7,57,1.03,,,,,,,,,,,0.0188
943,curve,0.065,0.275,7,57,3.2,0.0561,0.0476,,,,,,,,,
944,stop,0.065,0.3807,8,50,2.88,,,3,,,,,,,,
945,shake,0.065,0.2811,6,67,2.87,,,,0.0077,3.44,,,,,y,
946,zigzag,0.065,0.3998,5,80,3.35,,,,,,0.0139,2.88,,,,
947,tilt,0.065,0.3898,7,57,3.18,,,,,,,,10.48,2.0,,
948,static,0.075,0.3292,8,50,1.03,,,,,,,,,,,0.0165
949,curve,0.075,0.2667,8,50,2.25,0.038,0.0562,,,,,,,,,
950,stop,0.075,0.2788,6,67,2.11,,,3,,,,,,,,
951,shake,0.075,0.3346,5,80,3.62,,,,0.0108,3.27,,,,,y,
952,zigzag,0.075,0.2667,7,57,3.43,,,,,,0.0169,2.7,,,,
953,tilt,0.075,0.3315,8,50,1.05,,,,,,,,11.15,0.0,,
954,static,0.085,0.35,7,57,1.09,,,,,,,,,,,0.0129
955,curve,0.085,0.389,7,57,2.45,0.0387,0.0409,,,,,,,,,
956,stop,0.085,0.3921,7,57,2.96,,,3,,,,,,,,
957,shake,0.085,0.3923,5,80,4.6,,,,0.014,3.25,,,,,y,
958,zigzag,0.085,0.3633,6,67,4.6,,,,,,0.0199,2.88,,,,
959,tilt,0.085,0.3708,8,50,3.04,,,,,,,,10.03,2.0,,
960,static,0.055,0.2499,7,57,0.78,,,,,,,,,,,0.0001
961,curve,0.055,0.3005,6,67,3.74,0.0658,0.0673,,,,,,,,,
962,stop,0.055,0.3386,5,80,2.56,,,3,,,,,,,,
963,shake,0.055,0.2819,7,57,3.28,,,,0.0096,3.31,,,,,x,
964,zigzag,0.055,0.3921,8,50,2.69,,,,,,0.0093,3.09,,,,
965,tilt,0.055,0.2455,8,50,0.98,,,,,,,,8.76,1.0,,
966,static,0.065,0.3737,5,80,1.17,,,,,,,,,,,0.0162
967,curve,0.065,0.2551,5,80,3.18,0.0559,0.0627,,,,,,,,,
968,stop,0.065,0.3719,5,80,1.64,,,2,,,,,,,,
969,shake,0.065,0.2672,8,50,3.12,,,,0.0079,3.56,,,,,y,
970,zigzag,0.065,0.3282,6,67,2.55,,,,,,0.0107,2.84,,,,
971,tilt,0.065,0.2972,5,80,1.15,,,,,,,,9.59,1.0,,
972,static,0.075,0.372,6,67,1.16,,,,,,,,,,,0.0187
973,curve,0.075,0.2861,5,80,2.22,0.037,0.0478,,,,,,,,,
974,stop,0.075,0.2721,6,67,2.05,,,3,,,,,,,,
975,shake,0.075,0.3375,8,50,3.08,,,,0.0114,2.91,,,,,y,
976,zigzag,0.075,0.3084,8,50,4.93,,,,,,0.0255,2.65,,,,
977,tilt,0.075,0.3878,8,50,1.22,,,,,,,,8.4,0.0,,
978,static,0.085,0.2526,8,50,0.79,,,,,,,,,,,0.0013
979,curve,0.085,0.3162,7,57,3.99,0.0702,0.04,,,,,,,,,
980,stop,0.085,0.2764,7,57,1.22,,,2,,,,,,,,
981,shake,0.085,0.3286,5,80,4.89,,,,0.0222,2.68,,,,,x,
982,zigzag,0.085,0.3495,8,50,4.19,,,,,,0.0178,2.9,,,,
983,tilt,0.085,0.3478,7,57,1.11,,,,,,,,11.74,0.0,,
984,static,0.055,0.2965,5,80,0.93,,,,,,,,,,,0.0055
985,curve,0.055,0.3422,6,67,3.98,0.0697,0.0591,,,,,,,,,
986,stop,0.055,0.248,7,57,1.1,,,2,,,,,,,,
987,shake,0.055,0.254,6,67,4.61,,,,0.02,2.75,,,,,x,
988,zigzag,0.055,0.2678,8,50,2.45,,,,,,0.0118,2.69,,,,
989,tilt,0.055,0.3212,5,80,1.03,,,,,,,,12.74,0.0,,
990,static,0.065,0.3269,8,50,1.02,,,,,,,,,,,0.0041
991,curve,0.065,0.3132,7,57,2.85,0.0486,0.0409,,,,,,,,,
992,stop,0.065,0.2833,8,50,2.14,,,3,,,,,,,,
993,shake,0.065,0.3013,6,67,2.27,,,,0.0057,3.48,,,,,y,
994,zigzag,0.065,0.3263,5,80,3.85,,,,,,0.0127,3.29,,,,
995,tilt,0.065,0.3566,8,50,3.98,,,,,,,,13.63,2.0,,
996,static,0.075,0.244,8,50,0.76,,,,,,,,,,,0.0073
997,curve,0.075,0.2538,5,80,4.76,0.0853,0.064,,,,,,,,,
998,stop,0.075,0.2577,7,57,1.14,,,2,,,,,,,,
999,shake,0.075,0.2416,5,80,3.04,,,,0.008,3.5,,,,,y,
1000,zigzag,0.075,0.2656,7,57,4.95,,,,,,0.036,2.24,,,,
